,0
4109,"Cash or debit only.

Options for glasses or bottles of champagne.

Hot and cold oysters.

Super secret speakeasy on site. Not always open.

Highly recommend wearing a suit and tie and brining a classy lady in a dress as science shows the champagne tastes better that way."
4110,The best spray it yourself car wash in town. You can also fit an RV in their bays. I recommend using their card that you preload. The owner is super nice as well.
4111,Good variety. Great place to buy soft comfy stuff
4112,Food was good.  Service is as expected from a princess/holland america company.
4113,FANTASTIC Italian food HANDS DOWN. And say YES! to garlic.
4114,These guys went above and beyond to solve my tire related problems. Did good work too.
4115,Delicious!
4116,It's smaller than the Dimond BB but still can usually find what I want there. Friendlier staff than Dimond tips the scales too.
4117,Excellent customer service!!!
4118,"Great place to climb, friendly staff and nice routes!"
4119,Friendly People always service with a smile
4120,"(Translated by Google) o. k.

(Original)
o. k."
4121,Great view...
4122,"Midas was fantastic! Will do all my vehicle services and any and all tire services. The folks there were so helpful, I realized I had not had good service at all at Diversified. They did special work of mounting a new tire on a new wheel I had NOT purchased there. Diversified Will NOT mount anything new if you did not buy it from them. How greedy is that folks? They said to me they couldn't get the tire for me, so I got it from TIRE RACK on the net. They still wouldn't help me even tho I couldn't purchase it from them. They lost a customer that had went there for many years and that's ok with me due to it being so much better cost effectively and better sevice"
4123,Go see Frank! He will take care of you. We've had great experiences here. Maintenance does seem to take a while most times it's a half day job for just an oil change. Otherwise they're great
4124,A quick hike with stunning views.
4125,Needs showers and restrooms with running water
4126,A pleasant and informative tour of a section of the Alyeska Pipeline and  Gold Dedge 8.  Pleasant staff and reasonable retail.
4127,Best ice-cream in Alaska!!
4128,"Awesome quality food, the best in town HANDS DOWN."
4129,The best Thai restaurant in Fairbanks
4130,Fun Clean Comedy Show.
4131,Absolutely wonderful service but the food was just ok 😔 We love buffet style so we will definitely be going back!
4132,Felt like chalupas
4133,"Going to Vito's was my first choice just hearing and seeing the comments. Diego helped me with my very first car, not knowing anything about cars the staff was there to walk me thru every detail from insurance to loans they were there every step on the way. They are the best in town! I would recommend them everyday. Thanks Diego!! Y'all rock"
4134,Lunch special was $15.00 and mostly cold
4135,The evening manager is very friendly and personable.  It's typical fast food but the workers work together.
4136,I went to the Trick or Treat event at the Cook. Kids and parents were decorating cupcakes and having a good time. I was able to take a few pictures of people happy and having a great time.
4137,Serenity...
4138,"Easy to use the service, helpful staff convent location."
4139,Foooooood
4140,Incredible scenery
4141,Perfect!
4142,Good service
4143,Awsome
4144,The best food around and the rolls are amazing I always fill up on those.
4145,Great management
4146,I had the seafood risotto and it was delicious. You need a reservation but they do offer seats at the bar for people without reservations. The mojito was not good at all kinda tasted watered down but the other drinks I had were good. I recommend the strawberry martini if you like sweet drinks.
4147,"$5 lunch is a great value.  I ordered it  in the drive through with a blizzard.   They served it first and I had to wait for my lunch.   By the time I got my lunch the blizzard was half melted.

I had to edit the review to add another trip through the drive through yesterday.   The same thing happened to me again.   This time my sundae was melted before they got my burger to me.  This place needs some serious work on their process.   Take a look at all the negative comments and make some changes."
4148,Great pastries everytime
4149,Ducks everywhere. They were beautiful
4150,Awsome
4151,Visiting a friend
4152,Same Ole store. 👍
4153,Disenchanted was a wonderful production!
4154,GIANT sub sandwiches for some of the best lunch in wasilla. What's not to love?
4155,Always friendly and amazing service!! Love Suzy and Nacy by so much!!!!!!! Best homemade pies :)!!!
4156,So much stuff!
4157,"Enjoyed the food and the waitress was kind, polite & jovial"
4158,The floor crew are very helpful. I love this place
4159,definitely one of the best mexican restaurants in town. it's not on the menaul but order the colorado chimichanga.  they really need to put this on the menu full time if you ask me!
4160,Small local joint. Good donuts.
4161,"Very nice staff, clean lot and loads of truly nice autos;  unfortunately didn't have what I needed."
4162,Nice
4163,They are always out of my size. Do they only get one of each size at this store?  The kids department seems good though. I like The shoe department but it's messy a lot.. I get shoppers do that but where is the staff to clean it up.. Or to help out???? Can never get help at this store.. I find it frustrating
4164,Great coffee friendly staff but disappointed they take advantage of people who can not drink dairy and charge extra for soy.  With the recent price hike and soy a large soy latte is $6.50!  Too much!
4165,This lovely mall is OPEN!!!  Kinda quiet and still a bit empty in this early COVID recovery period. Some stores are having great sales now.
4166,GF loved the gluten free options. I enjoyed the craft beer Alaskan Pineapple Ghost Pepper Gose! A great refreshing beer that has no lingering heat but the subtle hint of all mentioned ingredients. Highly recommend coming here. A must for any local or tourist.
4167,"Just another Safeway. As with most places around here, employees are friendly."
4168,Very filling
4169,It was ok.
4170,Easy to get to
4171,"This restaurant is recommended from the local people to us.  They're beautiful view at the restaurant, food good and waitress so nice. I cut one star out because the price a little bit high. If you want to come here on weekend. I recommend you call for the reservation first. We have to wait for 45mins before we can get in."
4172,Good shopping and eating
4173,"Only drive-through(at July 2019).
bad-quality burger"
4174,A little pricey but the tacos are really dank.
4175,Pretty nice. Not too active. Staff are great.
4176,Good food
4177,Very busy.  Great service and food.  Had to wait a little but worth it
4178,Staff is always friendly and helpful. I love their big clearance days when I can get both my kids new wardrobes without breaking the bank.
4179,"Upscale hotel in downtown Anchorage, AK. A number of storefront shops are included as a shopping mall within the greater lobby area."
4180,Glad its here I don't have to drive all the way to town for just a couple of items
4181,"Fun Fair!!  Great vendors with awesome food and stuff.  Changes every year, go often. Good amusement rides too."
4182,Good ol fashion comfort food! Was an amazing treat to eat there. So good!
4183,Just ok
4184,Great food and service
4185,"A little more expensive than the big name grocery stores, but it's a cool little local place. All of the Three Bears I've been to have been clean and they had what I was looking for."
4186,Love this place
4187,"Great prices and fantastic inventory, it's like shopping the world."
4188,The staff was very friendly despite how very busy they were. They made my customized pizza to order.
4189,Helpful staff
4190,Good pie
4191,"Hot spot, if you Gamble"
4192,"Food Court... Missing Arby's ... 1/2 lb. French Dip and CurlyFry...
also Missing Hot Dog on a Stick.."
4193,Always good food and pleasant atmosphere
4194,Friendly staff
4195,"Very nice hotel, should he a swimming pool and the night service is kind of hard to deal with."
4196,Matsu parking permit required. Good trails
4197,Good service 👍
4198,Great svc
4199,Great gluten free choices. The staff here is always super kind and upbeat. The food is delicious. We eat here often. I highly recommend this restaurant.
4200,Awesome fajitas and plenty for 2
4201,"Beautiful interior, it also has a pond you can look at in the back. There's a deck in the back with a few tables. Amazing food, I loved the fried zucchini, and very nice customer service. Has a pool table and dart game. Two musicians also showed up and my group and I enjoyed and had fun with them."
4202,"Best place to eat in Homer, Alaska."
4203,I love the quick service
4204,"Great sandwiches, drinks, and sweet treats"
4205,Always good. Never a long wait. I usually order online.
4206,"Longest wait ever. Only 2 pieces of bacon on a 6"" sub???? Rude staff."
4207,"Warm friendly environment where guests are encouraged to stay and enjoy their coffee, or grab a quick pick-me-up on the way to work"
4208,"Just like every other Pier 1. Staff are very polite and helpful. The store for its size has a lot of items. You are able to get online items shipped to store. Items are sometimes damaged but you can purchase for a better price, pretty typical for Alaska."
4209,Great sports store!
4210,"Prompt food, great prompt drinks, welcoming environment.  Food has definitely  improved."
4211,Great hotel with comfy beds
4212,"I loved camping here.  I rented a tent location.  The area is grassed and spacious.  The view is nice but the short hike up the bluff will provide you a nicer view.  The restaurant cooked edible food and the bathrooms were clean.  Tip, ask about hiking the Lions head.  Its two hour hike and provides an incredible view of the Matanuska Glacier."
4213,I love the fries and milkshakes and old school atmosphere
4214,I love their addition of salads
4215,It's IHOP.
4216,$3.00 burger yum for a full belly cant pass by
4217,Great view of the Turnagain areas year round.
4218,"Not sure if it's a good place to worship, but they have a PokeStop outside."
4219,Ok food
4220,Keep driving
4221,I just dont like there food not to tasty.
4222,"The Palmer Alehouse is a great place for good food, local beers, and a friendly atmosphere. My wife and I have been going there since they first opened, and it's one of our go to places for special occasions, or spending time with family when they visit.
The menu has a lot of variety, and the kitchen staff are happy to accommodate custom orders. Add to the high quality of the food, there is also the a great mix of music in the background, and an amazing collection of beers on tap.
For those who enjoy sports, TVs around the bar play a variety of games and channels."
4223,Totally fake and scripted. If you want to see a demo of chopping a block of wood and using a chain saw for $75 then this is the place to go. If not enjoy all of the other attractions in town
4224,My children thinks its place to treat out
4225,The best
4226,"Nice place.  LOVE the Rustic feel. Clean. Great location. Spacious two queen room. The only reason it is not 5 stars is due to TV choice, TV quality, no USB ports.   Improvement is happening since joining the clarion choice family.  For the price we paid, a screaming deal.  We especially enjoyed breakfast each morning and seeing the kind lady who hosts it for guests.  Excellent customer service."
4227,Soooooo yummy! Very friendly and great customer service!!
4228,Cool! This is my praise! Very tasty and excellent quality! Thank you!!
4229,"The only good things here are the wings and the service. Prices are bad, food is bland, pizza is thin and oily."
4230,Coffee was very good and the burritos are awesome:)
4231,Well worth a visit
4232,"Food was good for a chain restaurant, place was clean, service was a little lacking though, went in with four people at 2 in the afternoon, had to wait five minutes to be seated when the whole place had about fifteen people in it"
4233,Had what you need or knows where to get it
4234,"Bridgette is all about your dog. She takes the time to listen to your concerns and answers your questions. Eager to help you have the happiest fur baby out there she is willing to teach you the basics about brushing, bathing and nail care."
4235,"I was looking for a birthday present for a 3 year old and she likes Paw Patrol so I went to the Old Seward one it wasn't there, then A St Walmart it wasn't there soo Debarr I was, it wasn't there. I headed to Eagle River Walmart and there it was! The very last one!"
4236,"Food is ok, very busy during lunch hour and on the weekends. Waiting time is like 10 mins or less."
4237,"They are an incredibly amazing and caring staff who give the most genuine care I have ever had in my life. My mother had ALL of her teeth removed there and they did it right THE FIRST TIME!!!! AND, she will have her dentures within a few weeks instead of a few months. I will NEVER go anywhere else until I die or they close down. They doctors there are professional, they give it to you straight and no bull****. Wouldn't recommend anyone else to anywhere else!"
4238,Great visit in Juneau. Worth the stop
4239,In the running for best sushi in the Anchorage area.
4240,Professional down to the smallest detail. I recommend taking your glass work here. Love these guys. Keep up the good work
4241,Great vet and personnel. Highly recommend.
4242,Katelynnwas the best service I ever received.
4243,As a family we loved it and can't wait to go back!
4244,"Staff is so nice, Heather is amazing!! Never lost here unsatisfied!"
4245,Wide selection of clothing and footwear. Prices are Alaskan. They carry Keen shoes and sandals!
4246,"This is the most amazing place to go to shop and buy rocks, etc
Absolutely love it"
4247,Nice photography
4248,"Wonderful, fresh fish and great beer, wine and cocktail selection. Astounding views! Great fish and chips with fresh house made slaw and cold, Alaskan draught."
4249,Wasn't bad but certainly not worth the 45 minute wait for a table. Try Midnight Sun instead.
4250,The best pizza around! The place was busy but the service didn't reflect it. Fast and great service and great food. You can't go wrong with this place.
4251,"The kids loved it! Though repairs need to be made inside the climbing structure, those things swinging are a hazard."
4252,"If I could give a zero I would. Word of advice, make sure YOU check all the fluid levels before you leave.  They will do whatever they can to cover up their mess and leave you with the bill. They caused irreversible damage and basically told us to get bent."
4253,Great ice cream but staff was a little impatient with my family
4254,Quick service and friendly people.
4255,Always wonderful food.
4256,"Most employees are friendly!
Like other stores, a lot of bare shelves."
4257,"OK food, but really noisy"
4258,"I love the service, the atmosphere, and the rich flavor in my dishes."
4259,"Nice Place To Be, even though I Always get sick on tire swings in general.  My only complaint is that there is too many sticks and twigs around the place, could use a clean up."
4260,Always busy in the morning and after work but it's inexpensive and very convenient. They do a good job keeping it clean as well.
4261,Excellent food. Good service. Delivery is fast. Clean restrooms.
4262,Very convenient and the plants looked very healthy.
4263,Great place for breakfast
4264,"Exit Glacier is very much worth the trip. Watch out for signs along the road showing where the toe of the Glacier was in 1899, etc."
4265,"Only went in looking for CBD oils and salves. At the time they didn't have any but the staff was very knowledgeable and from my brief stint inside, it looked like they had a wide variety of product. As per most head shops, very heavy smell in the atmosphere of their product."
4266,Had the absolute worst customer service in my life in this place!! This is getting a rate of a one because of just the customer service but the food is amazing!!! HIGHLY SUGGEST Ordering to go!
4267,Cannot beat the Baconator combo
4268,"My favorite bar in all of Fairbanks! Grill your own burgers, 2$ beer special every day of the week, pool, darts, musical instruments. What more could you want?"
4269,Clean and tidy rooms. Friendly staff. I'd like a softer mattress but that's me. The soaps and shampoo are really nice. Great to ha e a frige in the room.
4270,"After reading the reviews we almost didn't go to the Hot Springs, but I'm glad we did. The facility is dated, but the changing rooms and showers were clean when we visited. Yes, there is algae on the rocks in the outdoor pool, but the water is clear and for heavens sake, it's an outdoor hot springs! If you don't  want to experience nature, go to a heavily chlorinated indoor pool at a Ritz Carlton."
4271,"Big coffee shop fan? There is a Kaladi's cafe inside the New Sagaya City Market at this location, with a sitting area large enough for small group meetings while having plenty of tables for those who want to study or work on their laptops by themselves. There is also outdoor seating if you want to enjoy the sun. Hungry? Kakadi's has pastries and baked goods available. There are freshly made deli and salad bar food items at the store with groceries throughout Sagaya. A+"
4272,Wait staff was quick to acknowledge and seat us.  We enjoyed a pizza and all agreed it was very tasty.  A few of the locally brews were available on tap.
4273,Quality clothing at a higher price (get what you pay for) I vouch for these clothes. Anyway the location is quite humorous though. Directly adjacent is a goodwill. I love the family friendly and 2a+ atmosphere. Keep it up Duluth.
4274,"Red flannel hash is amazing, and the house almond ""mylk"" latte is the business."
4275,They have animal boarding. That's pretty awesome.
4276,its aite
4277,Bear in the zoo is still great
4278,12•100 is a nice and relaxing spot to hangout with friends. Staff is amazing and super friendly.
4279,Good
4280,Great time with the kids looking at native Alaskan homes from the past
4281,Ice cream was melty way too fast
4282,Great prices and service
4283,Big parking spots and only with picnic tables and fire pit best part is only $10.00 per night
4284,"First lets address some of the negative things others have said: There were no bed bug issues. The restaurant had some very knowledgeable and talented cooks who were willing to work with our special dietary needs. The food is expensive- because it is high quality ingredients. Grass fed beef, free range chicken etc. The shower does not get HOT- but turned all the way to hot it got warm enough for me. My mother did say that in the evening it seemed like the hot water ran out.

I used to travel to Anchorage with my family when I was little and have fond memories of the very same window ledges, carpeting, and loud wallpaper. Which would be fine except that little care seems to have gone into making this retro look appealing. For example- the wallpapered wall had splotches of white paint on it and various things in the bathroom were not fully screwed in. The rooms are basically clean. However deep cleaning is not happening. I saw numerous questionable spots in the bathroom that I scrubbed myself before using. We found the beds to be comfortable and found amusement in the fact that the sliding window over the sink does not open to more storage but rather to the fuse box.

If you are looking for good wifi go somewhere else. While there are times when internet connection is available, more often than not it is extremely slow and even nonexistent. For them to advertise high speed internet was very misleading.

We spent a week here. It was nice to have the fridge, microwave, and coffee maker. Whenever we called to ask for more pillows or towels they were brought up so fast! The front desk was always helpful and depending upon who was there, even went above and beyond what we would have hoped for/expected.

However there is an older blonde lady who frequents the front desk. She is so loud that her voice is at yell level on a full time basis and she does not stop talking. When the internet was not functional in our room I used the computer in the lobby. I could hear everything that woman said as she was training a new employee. She badmouthed people and apparently thought she was being quiet because even talked about people around her. She used foul language and did not keep an eye out for guests. I saw on numerous occasions, people waiting to be helped while she chattered away with the trainee. It did not take long for me to decide I preferred peace and ears without pain more than I wanted wifi access.

They have obviously remodeled areas in the hotel. The laundry and workout room are fully re-done and look very nice. The lobby and a tiny section around the elevators has been improved.
However, the carpet in the hallways is not only discolored and dismal, dirty looking- its smelly and not secured. If you struggle with walking at all and would have worries about potential tripping hazards then this would be an issue.

If you are looking for cheap, sometimes friendly service, a comfortable bed and high quality food, have a great sense of humor and don't really need wifi then this is the place for you!"
4285,Its a McD's enough said.
4286,Excellent demo
4287,Good parking
4288,Fun
4289,Fast
4290,This store....I can't say enough good about this place. The prices are always very good and they have nice items especially for a thrift store. They have a great variety of shoes and great prices.
4291,The clothes is not my style. But my wife loves them clothes she can’t seem to stay out the store.
4292,"(Translated by Google) True AND

(Original)
True OG"
4293,Crew was very friendly and very knowledgeable and informative of the area.
4294,"The service was great, but slow... And I got really sick afterwards... However, I do have severe allergies"
4295,Great quality of work and service. I will go to them again for any watch service that I may need. This was my 3rd time going to this business with great results! Keep up the good work!
4296,"Used the app, but didn't do curbside service"
4297,Great service
4298,First time getting coffee there.  Pretty good !!
4299,Awesome coffee house and cafe. Really love that they have vegan items on the menus.
4300,Tasty and quick service
4301,"Found a furry friend there.
Check it out even if your not looking for a pet. The animals need humans to visit them😊"
4302,"Smallest Costco in the world but she packs a punch. A membership is an absolute necessity for any Juneauite so if you moved here recently join up. Man canNOT live by Fred Meyers and Amazon alone. The service is impeccable. While the selection is sometimes... select... (we only recently got chickpeas) the prices can't be beat in this town. I've bought everything from feta cheese to a new computer to ladies merino trail socks here, and no complaints whatsoever. Mostly the service just KILLS me though.  I'm writing this in August of 2020 when Corona fatigue has kicked in everywhere,  and Costco is the ONLY place in town where the carts are still sanitized and lined up nicely.  I've never, and I go here twice a week, run into a grumpy employee.   That's huge. This is a well run store."
4303,Very friendly staff. Had a great atmosphere for treating yourself.
4304,Omg good food.  Little place but great food
4305,Good food and great drinks!!
4306,"Beautiful here, you have the option the walk, run, bike. Very popular during the summer and you can see some beautiful sunsets from here. You'll get a nice view of downtown Anchorage, and its also a popular photography spoy"
4307,Great breakfast
4308,"Best beer, pizza, nachos, and salads in town!!!"
4309,Ever been to a temperate rain forest?
4310,"Very friendly, attentive staff. Outdoor deck along the river. Quality drinks"
4311,"took 15 minutes to heat up the ""hamburger"" the one on northern lights by freddys.... SL  O   W....."
4312,I Absolutely Love this Store. It has ALL the Right Shoes for Alaska living regardless of the season. ❤
4313,"Zoodles were a delicious alternative to pasta in shrimp alfredo, small portion for lunch just right to fill you up."
4314,"Delicious Thai food, cozy atmosphere. Service is consistently excellent. Great spot for dinner."
4315,"Helpful, knowledgeable staff, good pricing, easy parking"
4316,"Awesome location, awesome food, awesome crowd and service. Definitely a place for family and friends to join for a great meal. Sushi menu is one of the best."
4317,The absolute best! YUM YUM YUM
4318,Nice staff
4319,Beautiful well kept place
4320,"I prefer this store over all other locations in Anchorage. Employees are always nice, knowledgeable, and efficient."
4321,Always enjoy with family.
4322,Clean place acceptable food.
4323,"Well stocked, helpful, and love the sale rack."
4324,"The state fair is a super fun, and friendly place! So much to do there, and a lot of interesting things!"
4325,Great food good service definitely worth it
4326,Friendly staff and great tea
4327,Amazing kids deals
4328,Itailan soda and old fashioned ice cream bar area. American food favorites & a surprising Hawaiian food on the menu. I recommend Eggs Benedict & Katso Moco.
4329,"Gotta love fireworks, you light them and step back to watch the show, what's not to love! Staff is always friendly."
4330,Favorite pizza place in town. Love the DillyDilly
4331,Fresh ingredients every day leads to exceptional food
4332,"My server was nice/humorous/friendly, but the rest of staff seemed rude. The food is mediocre, the price isnt too bad, but I can find other places for food."
4333,Dr Harr's team is always so kind and accommodating.  Our whole family loves coming to the dentist.  I usually take a nap during my cleanings.
4334,Love love love
4335,"They quoted me one price over the phone then when I get there they wanted like 50 more dollars than the
original quote. Also it looks like the glass I purchased is this then the one I brought in. Like 3/16 instead of a quarter inch."
4336,Loved this
4337,We love this place!!!!!
4338,Typical department store
4339,"Nice park, great hosts and super clean bathrooms! The only thing I would say is an awful lot of people drive thru the campground (fast)! Beautiful place 😎"
4340,Great concert venue!
4341,Enjoyable for the kids
4342,Not much of a mall.
4343,"Silver Fox has by far the best steak, always coked to perfection. The only draw back is this is a bar that allows smoking inside."
4344,Everything we order was perfect staff was friendly. I enjoy the sports car shop next door and being surrouned by 2 brewerys. The garage door walls will be great for summer to give a out door feel.
4345,OMG!  Simply the best BBQ place EVER!!!!!!!!!!!
4346,"Delicious food, helpful and friendly service. Everything we tried was delicious! The yogurt cheesecake was absolutely incredible & I would highly recommend it. I also really enjoyed the flourless chocolate cake and chocolate silk cake too!"
4347,great little bar!
4348,"Good stock in supplies, clean store, friendly staff."
4349,Cool
4350,Great pizza - good salad bar!
4351,"Michael Miskinis is OUTSTANDING!!

We just purchased a new 2015 Dodge Ram 3500 Diesel from Michael Miskinis and we had THE most favorable buying experience ever!! This is our 17th vehicle we have purchased in the past 6.5 years and this has been THE best!! Thank you Michael!"
4352,Amazing collection
4353,"This is my fav place in the valley for mexican. I always go here for lunch with the girls. They service is really good, their fast, friendly, and make the whole experience. The food tastes great, free chips & salsa (tastes great everytime, we ask for togo salsa n chips for family members that missed out. I always get the same thing, which says something to me, what I always order is a hard taco, chimichanga, beans n rice, and enchilada. Everything is made with fresh veggies & garnish. These presentaion is great. The lighting is lower in the evening. The tables are roomy and comfortable. The  margaritas are yummy. I dont often order one but ive tried a few different one and ALL were delicious. I love it when the owner is their because u can catch him singing which is really neat."
4354,Dress for being cold - even in the summer! Lol
4355,"(Translated by Google) Great landscape. A good stop.

(Original)
Gran paisaje. Una buena parada."
4356,Very clean and fast.
4357,Great service. Love the hamburger salad and how kids eat free on Sunday!
4358,"Great customer service and a decent variety of in and out items.

Fresh coffee, espresso and ice cream as well.

Prices are reasonable."
4359,"I read the reviews of this place before deciding to try it. Frankly, I don't know what the bad reviews were talking about. This place has a 5 star menu, and we liked every single dish we were served. I got the grilled Alaskan salmon, with a cup of chowder. Both were excellent. The fish was cooked perfectly, and you could tell the chowder was started with a slowly prepared fish stock. I have no trouble recommending this place. Prices were typical of Alaska restaurants (they are all high)."
4360,It is good got to roast beef sandwiches for $5 each Classic Roast Beef
4361,"It maybe a foodbank, but you really have to look at the expiration date... They have real old food, outdated expiration dates on most of the food...Gotta look good at the bread to, sometimes there is mold on the bread..."
4362,Did laundry
4363,"Good heavens, the mosquitos! There were huge swarms of them, so many that we turned back before we got too far into the park. What we did see was beautiful, so maybe with some industrial bug repellant it would be nice to try again."
4364,Great Denali hangout
4365,Let me make this more in detail since it wasn't detailed enough. The week of April 13th we went here to get a new vape. There was a HAND written sign on the door stating to go to their other location because this one was closed at the moment not due to renovations. We get to the other location and they were completely out of Vapes! I spoke with the female who stated she was the owner and also stated that she was very sorry to be out of stock of ALL Vapes at this time and she blamed UPS. I feel like that is something a vape shop should not run out of.
4366,"Heart of a bad neighborhood, always homeless people. Unhygienic cashier and courtesy clerk. Rude employees, bad produce and just a bad area."
4367,Good alternative to the main store
4368,The service at Humpy's is beyond compare!  I am always treated like family.  The food arrives quickly and is consistantly good!  Drink and beer selections are awesome too!!
4369,"Good views, drinks and staff!"
4370,Even on a busy Saturday service was quick and food spot on.
4371,Loved this Starbucks! Use it as a meeting place for people I need to have a small meetings with. Not too loud or crowded.
4372,"Good service, interesting menu, excellent clam chowder."
4373,"Very good AYCE eat sushi, slightly cheaper than Asiana.

Cons: They charge for refills and their miso soup was a little too bitter for my taste.

Not a bad spot."
4374,Highly recommended!
4375,I used to love medical park. I've seen some really amazing doctors there and usually am treated very well. Up untill about 2 years ago. The wait times for my scheduled appointments are absolutely absurd. I've waited over an hour upwards of 3 times now and I'm just done. They are Prioritizing profits over patients and thats just unacceptable. My time as a patient should be respected and it is not at medical park.
4376,"Nice place, friendly staff, and the food is really good!"
4377,Clean and just what I needed. Burgers are always perfect too. Thanks for the Hot Soak
4378,Quick simple great car wash
4379,"Son needed a suit - great service, excellent selection."
4380,Store needs to be newer and bigger
4381,Quite place for a nice dinner.
4382,"Awesome staff. Awesome service. When the competition gets going, prices will come down."
4383,I got an Italian BMT and it was delicious.
4384,"Should be known for its pan fried chicken,  but it was just decent. The batter was ok, and  the chicken itself should have been tastier.  The cornbread muffin didn't seem fresh but made yesterday and kind of dry. The blueberry milkshake was tasty though."
4385,"(Translated by Google) N / a

(Original)
N/a"
4386,Love this store. They have clothes for wide shoulders..
4387,"I don't know why the rating is so high, my experience for the price paid was two stars at most."
4388,Good food good price.
4389,"Food luke warm, no refill on sodas, service almost nonexistent."
4390,My families favorite pizza place. The service is always excellent!
4391,"Movies, food, Best Buy and Target!

So many options for food, movies, and shopping! I love this shopping mall because it is very well organized! Stores are to the sides, and all the food is in the middle.

If you're looking for a great place to shop for a while then catch a movie, then this is your place to go!"
4392,Best golf in Alaska!
4393,"Spacious, brightly lit and clean."
4394,This place is a maze in a good way. My daughter loved getting lost on the paths to different animals. We spent 2 hours here and didnt see everything. Great place to take toddlers to kill an afternoon.
4395,The food was very good.
4396,"Onion rings were horrible, if that is there recipe I'm amazed they are in business, I had to spit them out. They didn't give me any sauce for my dry popcorn chicken, and I asked for some. Drink was,the best part even though it was in a Styrofoam cup."
4397,Enjoyable ride down the river from Fairbanks.  Saw many different lifestyles of people living on the river
4398,Typical Taco Bell - 3 stars at lunch time but I give it a 5 when your drunk at 2 am. On a serious note the only way to bust through the star barrier of 3 stars for a chain is exceptional coustoumer service.....
4399,Excellent products and helpful and professional
4400,Great place to camp by the water.
4401,Very friendly employees nice place to eat at
4402,Dr. Terry is the best
4403,"They canceled my appointment less than 5 hrs  from when I was supposed to show up. This appointment was booked 3 weeks in advance. The receptionist was not helpful at all. Just offered to reschedule. If I as the client were to cancel the day of I would be charged for the time booked. I asked if I would be compensated for this and was told she would have to talk to her manager and call me back. Guess who never heard from this lovely establishment.  These people suck.

updated 6/3/19
I was sent an email to contact ME via their online portal. How is that going to help me?"
4404,Not good... ours plane was late.... and they canceled our reservation
4405,"It's a Juneau mall, doesn't have much to offer"
4406,A lot of expired food!
4407,"I took my car in to have it serviced and was told my radiator needed replaced, so I had them fix it, then picked it up the following day. A week later, I was sitting in a parking lot when I heard a “thunk,” my car started smoking, and green fluid started gushing onto the ground. I had to have it towed back to the shop.

So you’re probably wondering “why the positive review?”

After explaining the situation to Butch (the owner), he said he would look at it first thing in the morning. Then he said “did you have to pay for that tow? Because if this is our fault, we will reimburse you for it.” Sure enough, it was, and the next morning he called me and explained what had gone wrong the first time they tried to fix the radiator. He explained that they had corrected the mistake, and that my car was ready to go. 3 things I liked:
1)	He took ownership of the mistake made by his shop
2)	He fixed the mistake (very quickly, and free of charge)
3)	He reimbursed me for having my car towed.

Butch is honest, honorable, and treats people well. I didn't have to argue, yell, beg, or even plead my case to have the error fixed. And even though I would've preferred to avoid all that drama, I now know that they do, in fact, stand behind their work, no matter what. After that experience, I'd recommend Superior to anybody."
4408,Great love that place dont always find what I'm looking for but they do have alot of crafting ideas for all ages
4409,"These guys were super helpful, really friendly, and not at all the experience I expect from going to the DMV. I will go here first, even if I have to drive all the way across town to get there!"
4410,"These guys never let me down, have been going to them for 6 + years now and wouldn't dare think to go anywhere else for my tire needs!"
4411,"It's been a while since I've been here, but these guys are still as awesome as ever.  Great service, good selection, and reasonable prices make Boondocks worth the drive from S. Anchorage."
4412,Alqays open. They should sell bread!
4413,Enjoy the beach on hot sunny days
4414,Should be declared a health hazard to the public and shut down.
4415,"It's the largest Dave&Buster's in the nation. They have lots of arcade games, a restaurant, pool, & clean bathrooms."
4416,Excellent food and service.
4417,I LOVE The Red Couch. The owner is the sweetest lady who can make a mean omelet. Fun decor inside.
4418,"Liked: Chunky pork, ribs, beans/coleslaw
Disliked: Atmosphere, consistancy"
4419,I went in because of my poor phone reception.  I was told get a different carrier.
4420,Mediocre mexican food. I recommend senor taco which is weird since I believe they are both owned by same people.
4421,Grandchildren had fun
4422,Love it
4423,"Been here a couple times now! Food is excellent and service is top notch. Got the appetizer wings, and they were ok. A little too much dry rub.  I had the tuna poke bowl, and it was phenomenal! Everyone else had wonderful entrees too.

The atmosphere is perfect.  Has the rustic feel of Alaska, but still modern and clean. The upstairs area has a great view of cook inlet and the mountains."
4424,They have the best Mexican food and service!
4425,A very holy place for a siner
4426,Great food and outstanding service.
4427,"Good food, but sometimes the wait can be an hour or more"
4428,"Ever eat a spoon full of salt - you will here!

Don't believe me or know what I mean?  Go to this place and order the spaghetti and meatballs for $15.99 then sit back and get your $15.99 education.  They'll serve you literally .25 cents worth of spaghetti with a pile of sauce made up of 3 tablespoons of salt, a 6 oz can of tomato paste, and 6 ounces of ketchup.  I'll bet my life the cook is a lifetime Camel unfiltered cigarette chain smoker who hasn't been able to taste anything for the past 30 years.  However, I gave it one star because it's not as bad as the absolute most disgusting food I've ever paid for in my life.  That title goes to the Denny's located at 1 Center Dr, North East MD 21901, at a Flying J truck stop.  ALL of the food literally tasted like you were eating pure salt.  From the fried chicken, to meatloaf, to mashed potatoes, to the banana pudding and they don't serve sweet tea!  This place is so disgusting, I've told people to stop by and see how awful it is.  Here in Fairbanks, I just tell everyone to stay away from Denny's and you're better off eating food from the dumpster behind China King."
4429,Expect to be disappointed will not work on older bikes that they sold or order parts for same.
